Departure Point,Destination,Fixed Fare,Flight Season,From Day,From Month,From To,Product,Program,To Day,To Month,Transformed To Month,Unique Value
"LYS","GB-BST","21132","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-BSTLYS"
"PAR","GB-MAS","21133","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-MASPAR"
"MRS","IE-DUB","21134","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSIE-DUBMRS"
"LYS","GB-MAS","21135","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-MASLYS"
"PAR","US-SDO","21136","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SDOPAR"
"GVA","DE-MUN","21137","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPDE-MUNGVA"
"PAR","MT-MSJ","21138","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPMT-MSJPAR"
"GVA","US-SFM","21139","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHUS-SFMGVA"
"BOD","GB-OXF","21140","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-OXFBOD"
"BOD","GB-LON","21141","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-LONBOD"
"TLS","GB-EAS","21142","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-EASTLS"
"LYS","AU-SYD","21143","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","ILSP","31.0","12.0","12.0","LSPILSPAU-SYDLYS"
"LYS","US-LAR","21144","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-LARLYS"
"TLS","CA-TOO","21145","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-TOOTLS"
"MRS","AU-BRS","21146","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","ILSP","28.0","2.0","2.0","LSPILSPAU-BRSMRS"
"PAR","US-BOI","21147","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-BOIPAR"
"PAR","ES-MAD","21148","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHES-MADPAR"
"LYS","DE-MUN","21149","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPDE-MUNLYS"
"GVA","US-NYT","21150","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-NYTGVA"
"GVA","US-WAS","21151","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-WASGVA"
"MRS","GB-MAN","21152","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-MANMRS"
"PAR","US-WAS","21153","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-WASPAR"
"TLS","US-NYC","21154","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-NYCTLS"
"MRS","US-CHI","21155","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-CHIMRS"
"GVA","US-NYT","21156","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHUS-NYTGVA"
"FRA","US-BOI","21157","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-BOIFRA"
"BOD","US-NYT","21158","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-NYTBOD"
"FRA","JP-TYO","21159","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHJP-TYOFRA"
"TLS","JP-TYO","21160","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSJP-TYOTLS"
"GVA","GB-BST","21161","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-BSTGVA"
"FRA","US-NYC","21162","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-NYCFRA"
"FRA","US-SDC","21163","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDCFRA"
"FRA","CN-BEJ","21164","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPCN-BEJFRA"
"PAR","JP-TYO","21165","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHJP-TYOPAR"
"TLS","GB-CAE","21166","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-CAETLS"
"LYS","US-LAR","21167","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-LARLYS"
"BOD","GB-BOU","21168","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-BOUBOD"
"PAR","ES-MAD","21169","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSES-MADPAR"
"BOD","US-SBA","21170","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-SBABOD"
"FRA","US-WAS","21171","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-WASFRA"
"PAR","US-WAS","21172","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASPAR"
"GVA","US-SDO","21173","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SDOGVA"
"LYS","US-LAR","21174","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-LARLYS"
"LYS","GB-OXF","21175","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-OXFLYS"
"TLS","DE-BER","21176","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSDE-BERTLS"
"FRA","US-NYC","21177","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYCFRA"
"GVA","US-SFM","21178","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-SFMGVA"
"GVA","US-CHS","21179","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-CHSGVA"
"NCE","GB-OXF","21180","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-OXFNCE"
"GVA","CN-BEJ","21181","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCN-BEJGVA"
"TLS","CN-BEJ","21182","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPCN-BEJTLS"
"FRA","US-CHS","21183","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-CHSFRA"
"PAR","US-SDO","21184","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-SDOPAR"
"TLS","US-NYT","21185","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTTLS"
"GVA","US-CHI","21186","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-CHIGVA"
"LYS","GB-OXF","21187","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-OXFLYS"
"NCE","CA-TOO","21188","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPCA-TOONCE"
"GVA","US-SBA","21189","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-SBAGVA"
"MRS","GB-BRI","21190","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-BRIMRS"
"TLS","JP-TYO","21191","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPJP-TYOTLS"
"PAR","JP-TYO","21192","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHJP-TYOPAR"
"BOD","US-WAS","21193","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-WASBOD"
"TLS","GB-BST","21194","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-BSTTLS"
"GVA","US-MIA","21195","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-MIAGVA"
"LYS","GB-EAS","21196","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHGB-EASLYS"
"LYS","SG-SIM","21197","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SIMLYS"
"LYS","DE-BER","21198","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPDE-BERLYS"
"FRA","US-SFM","21199","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHUS-SFMFRA"
"TLS","GB-OXF","21200","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-OXFTLS"
"FRA","US-MIA","21201","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-MIAFRA"
"NCE","US-SDC","21202","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SDCNCE"
"MRS","US-WAS","21203","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-WASMRS"
"FRA","US-NYC","21204","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-NYCFRA"
"MRS","CN-BEJ","21205","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCN-BEJMRS"
"NCE","GB-EAS","21206","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHGB-EASNCE"
"GVA","CA-TOO","21207","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYCA-TOOGVA"
"PAR","US-NYT","21208","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHUS-NYTPAR"
"PAR","IE-DUB","21209","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYIE-DUBPAR"
"MRS","GB-BRI","21210","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-BRIMRS"
"TLS","GB-MAS","21211","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-MASTLS"
"TLS","IE-DUB","21212","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSIE-DUBTLS"
"PAR","US-CHI","21213","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-CHIPAR"
"GVA","CN-BEJ","21214","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSCN-BEJGVA"
"TLS","DE-BER","21215","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYDE-BERTLS"
"BOD","GB-CAC","21216","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-CACBOD"
"NCE","GB-LON","21217","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-LONNCE"
"NCE","US-SBA","21218","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SBANCE"
"BOD","US-WAS","21219","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASBOD"
"GVA","US-WAS","21220","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-WASGVA"
"PAR","US-BOI","21221","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-BOIPAR"
"GVA","CA-TOO","21222","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPCA-TOOGVA"
"TLS","GB-CAM","21223","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-CAMTLS"
"LYS","SG-SIN","21224","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYSG-SINLYS"
"TLS","IE-DUB","21225","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSIE-DUBTLS"
"PAR","US-CHI","21226","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-CHIPAR"
"NCE","US-LAR","21227","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-LARNCE"
"PAR","GB-CAC","21228","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-CACPAR"
"LYS","GB-LRS","21229","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-LRSLYS"
"NCE","SG-SIM","21230","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYSG-SIMNCE"
"TLS","US-LAR","21231","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-LARTLS"
"LYS","US-SEA","21232","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SEALYS"
"MRS","SG-SIN","21233","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPSG-SINMRS"
"MRS","GB-BST","21234","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-BSTMRS"
"LYS","US-MIA","21235","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-MIALYS"
"BOD","US-SEA","21236","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SEABOD"
"GVA","ES-BAR","21237","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPES-BARGVA"
"TLS","US-SBA","21238","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SBATLS"
"GVA","AU-BRS","21239","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","AYP","31.0","12.0","12.0","LSPAYPAU-BRSGVA"
"TLS","GB-LRS","21240","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-LRSTLS"
"MRS","US-WAS","21241","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-WASMRS"
"MRS","US-WAS","21242","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-WASMRS"
"BOD","GB-EAS","21243","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHGB-EASBOD"
"MRS","GB-LON","21244","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-LONMRS"
"BOD","GB-CAM","21245","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-CAMBOD"
"PAR","US-SFM","21246","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-SFMPAR"
"PAR","ES-MAA","21247","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYES-MAAPAR"
"TLS","US-MIA","21248","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-MIATLS"
"TLS","AU-BRS","21249","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYAU-BRSTLS"
"MRS","US-BOE","21250","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-BOEMRS"
"PAR","US-SDO","21251","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-SDOPAR"
"PAR","US-SDC","21252","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SDCPAR"
"MRS","US-SDC","21253","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHUS-SDCMRS"
"PAR","GB-BRI","21254","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-BRIPAR"
"MRS","US-LAR","21255","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-LARMRS"
"GVA","US-WAS","21256","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-WASGVA"
"BOD","US-NYT","21257","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHUS-NYTBOD"
"GVA","GB-MAN","21258","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-MANGVA"
"BOD","IT-ROM","21259","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPIT-ROMBOD"
"MRS","IT-ROM","21260","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSIT-ROMMRS"
"FRA","US-SDC","21261","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SDCFRA"
"BOD","GB-BST","21262","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-BSTBOD"
"PAR","US-SBA","21263","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-SBAPAR"
"LYS","GB-EAS","21264","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHGB-EASLYS"
"LYS","US-LAR","21265","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-LARLYS"
"GVA","GB-MAN","21266","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-MANGVA"
"NCE","US-SBA","21267","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SBANCE"
"TLS","CN-BEJ","21268","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPCN-BEJTLS"
"FRA","US-SDC","21269","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPUS-SDCFRA"
"BOD","US-CHI","21270","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-CHIBOD"
"LYS","GB-MAS","21271","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-MASLYS"
"MRS","US-LAR","21272","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-LARMRS"
"PAR","US-SBA","21273","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-SBAPAR"
"LYS","GB-EAS","21274","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-EASLYS"
"FRA","US-SDC","21275","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDCFRA"
"BOD","US-SDO","21276","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SDOBOD"
"GVA","GB-CAC","21277","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPGB-CACGVA"
"GVA","US-SBA","21278","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-SBAGVA"
"LYS","CA-VAN","21279","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPCA-VANLYS"
"PAR","AU-BRS","21280","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","ILSP","31.0","12.0","12.0","LSPILSPAU-BRSPAR"
"TLS","GB-CAC","21281","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-CACTLS"
"PAR","DE-BER","21282","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYDE-BERPAR"
"TLS","GB-MAN","21283","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-MANTLS"
"PAR","GB-CAC","21284","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-CACPAR"
"LYS","US-BOE","21285","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-BOELYS"
"MRS","US-NYC","21286","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYCMRS"
"LYS","ZA-CAP","21287","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","ILSP","28.0","2.0","2.0","LSPILSPZA-CAPLYS"
"PAR","US-BOE","21288","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-BOEPAR"
"PAR","GB-MAN","21289","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-MANPAR"
"NCE","GB-BOU","21290","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-BOUNCE"
"MRS","US-SDC","21291","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-SDCMRS"
"NCE","US-SBA","21292","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SBANCE"
"MRS","US-CHI","21293","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-CHIMRS"
"PAR","GB-LON","21294","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-LONPAR"
"NCE","US-SDO","21295","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SDONCE"
"FRA","US-WAS","21296","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-WASFRA"
"PAR","US-LAR","21297","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-LARPAR"
"LYS","US-NYT","21298","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-NYTLYS"
"GVA","IT-ROM","21299","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYIT-ROMGVA"
"TLS","US-WAS","21300","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-WASTLS"
"NCE","US-SDO","21301","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-SDONCE"
"NTE","US-SBA","21302","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-SBANTE"
"FRA","US-NYT","21303","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHUS-NYTFRA"
"PAR","DE-BER","21304","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPDE-BERPAR"
"TLS","GB-CAM","21305","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-CAMTLS"
"MRS","US-CHI","21306","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-CHIMRS"
"GVA","SG-SIN","21307","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPSG-SINGVA"
"LYS","US-SEA","21308","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SEALYS"
"GVA","GB-CAM","21309","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-CAMGVA"
"TLS","JP-TYO","21310","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPJP-TYOTLS"
